-0.057,0.694,-0.036,0.001,0.750,-0.027,-0.016,0.736,-0.005
0.014,0.552,0.007,0.015,0.593,0.026,0.001,0.585,0.050
0.014,0.553,0.007,0.016,0.593,0.026,0.001,0.585,0.051
0.693,0.913,0.667,0.613,0.932,0.619,0.687,0.927,0.615
0.239,0.447,1.058,0.213,0.461,1.141,1.149,0.565,1.238
13781.924,10486.758,2290.240,33947.155,11876.161,2307.936,2148.778,7002.259,1984.371
0.761,0.703,0.423,0.871,0.748,0.347,0.416,0.646,0.323
5.653,0.486,8.708,5.371,0.547,5.128,9.751,0.626,3.833
40.772,5444.423,10.735,63.128,5756.566,43.414,18.489,4141.345,73.949
-0.092,0.644,-0.137,-0.006,0.685,-0.084,-0.009,0.598,-0.073
