0.36,0.00,0.31,0.00,0.34,0.33,0.33,-0.01,0.21
0.57,0.00,0.57,0.00,0.55,0.58,0.56,0.01,0.50
0.57,0.00,0.57,0.00,0.55,0.58,0.56,0.01,0.50
0.44,0.37,0.40,0.00,0.42,0.42,0.41,0.35,0.32
0.80,0.00,0.80,0.00,0.83,0.71,0.77,1.28,0.79
14126.45,1.00,13438.97,0.00,10295.74,13039.04,15436.95,11531.13,9803.52
0.41,1.00,0.41,0.00,0.38,0.44,0.46,0.99,0.42
5.82,0.00,2.61,0.00,4.96,4.48,2.72,0.00,2.97
4056.02,0.00,3765.00,0.00,3854.57,1863.26,3587.38,0.00,1455.36
0.05,-0.29,0.02,0.00,0.05,-0.05,-0.05,-0.36,-0.02
