0.75,0.28,0.66,0.62,0.73,0.58,0.81,0.89,0.58
0.91,0.56,0.86,0.82,0.88,0.78,0.88,0.91,0.83
0.91,0.56,0.86,0.82,0.88,0.79,0.88,0.91,0.83
0.77,0.35,0.70,0.66,0.76,0.62,0.83,0.90,0.62
0.62,0.49,0.65,0.75,0.69,0.68,0.60,0.69,0.67
22070.68,374115.24,23928.60,22547.32,20588.07,37702.67,27667.47,25163.11,19645.77
0.54,0.63,0.52,0.49,0.48,0.49,0.55,0.51,0.48
0.70,83.48,0.65,0.73,0.69,0.97,0.70,0.63,0.77
16112.97,18232.74,14012.86,11125.43,15084.07,17260.64,17491.77,17723.00,12134.08
0.48,-0.06,0.43,0.41,0.44,0.38,0.48,0.48,0.42
