0.732,0.732,0.019,0.727,0.727,0.027,0.738,0.738,0.020
0.581,0.581,0.075,0.577,0.577,0.064,0.588,0.588,0.076
0.581,0.581,0.075,0.577,0.577,0.065,0.588,0.588,0.076
0.926,0.926,0.620,0.924,0.924,0.623,0.928,0.928,0.621
0.577,0.577,1.153,0.690,0.690,1.544,1.018,1.018,2.557
7062.716,7062.716,2207.534,5090.796,5090.796,1365.495,2364.677,2364.677,547.957
0.645,0.645,0.336,0.587,0.587,0.241,0.442,0.442,0.117
0.635,0.635,2.232,0.746,0.746,2.658,1.080,1.080,3.814
4186.969,4186.969,235.509,3258.889,3258.889,181.528,1700.982,1700.982,94.218
0.597,0.597,0.032,0.551,0.551,0.009,0.425,0.425,-0.040
