0.00,0.23,0.23,0.00,0.20,0.19,0.28,0.29,0.27
0.00,0.47,0.45,0.00,0.43,0.44,0.46,0.43,0.46
0.00,0.47,0.45,0.00,0.43,0.44,0.47,0.43,0.46
0.46,0.37,0.37,0.00,0.36,0.34,0.41,0.42,0.40
0.00,0.81,0.84,0.00,0.77,0.80,0.81,0.80,0.82
1.00,9432.74,8156.85,0.00,7905.75,7673.46,8322.76,11235.83,6120.73
1.00,0.41,0.39,0.00,0.45,0.39,0.40,0.40,0.37
0.00,3.19,2.63,0.00,4.04,4.43,2.51,3.52,4.44
0.00,1253.38,1627.78,0.00,844.30,1096.93,1304.79,2715.19,1438.85
-0.11,-0.09,-0.03,0.00,-0.13,-0.10,-0.01,-0.06,-0.09
