4.590000000000000191e-01,6.109999999999999876e-01,5.220000000000000195e-01,3.970000000000000195e-01
7.159999999999999698e-01,8.000000000000000444e-01,7.339999999999999858e-01,6.600000000000000311e-01
7.169999999999999707e-01,8.000000000000000444e-01,7.339999999999999858e-01,6.610000000000000320e-01
5.120000000000000107e-01,7.389999999999999902e-01,6.189999999999999947e-01,4.739999999999999769e-01
7.830000000000000293e-01,6.300000000000000044e-01,7.429999999999999938e-01,7.229999999999999760e-01
1.782866200000000026e+04,9.444365999999999985e+03,1.325927499999999964e+04,1.588918800000000010e+04
4.099999999999999756e-01,5.350000000000000311e-01,4.490000000000000102e-01,4.249999999999999889e-01
1.050000000000000044e+00,5.330000000000000293e-01,8.539999999999999813e-01,1.919999999999999929e+00
9.929227000000000771e+03,7.000802999999999884e+03,7.519247000000000298e+03,6.464014000000000124e+03
2.429999999999999938e-01,5.100000000000000089e-01,3.599999999999999867e-01,1.549999999999999989e-01
